Toronto Municipality,HPI - Single-Family Detached,HPI - Single-Family Attached,HPI - Townhouse,HPI - Apartment,Effective Date
Toronto E08,801400,613300,522100,427900,2018-05-01
Toronto E09,694800,573800,517900,471200,2018-05-01
Toronto E10,795600,626200,547300,404800,2018-05-01
Toronto E11,738800,595200,395900,431600,2018-05-01
City of Toronto,1119400,887100,634300,529300,2018-06-01
Toronto W01,1288900,1028400,546100,561200,2018-06-01
Toronto W02,1096500,904200,637600,585800,2018-06-01
Toronto W03,786700,724300,560800,470200,2018-06-01
Toronto W04,816300,711600,551300,382100,2018-06-01
Toronto W05,800900,646800,421500,344100,2018-06-01
Toronto W06,880600,679700,879700,445200,2018-06-01
Toronto W07,1075700,902500,,632200,2018-06-01
Toronto W08,1121200,786900,586400,471600,2018-06-01
Toronto W09,851400,595500,712900,307600,2018-06-01
Toronto W10,739200,631900,450600,332200,2018-06-01
Toronto C01,1058100,949700,775100,592300,2018-06-01
Toronto C02,1868800,1437000,1239200,735900,2018-06-01
Toronto C03,1663000,1063900,,881200,2018-06-01
Toronto C04,1750100,1161500,1138800,538900,2018-06-01
Toronto C06,1146400,779800,664600,644400,2018-06-01
Toronto C07,1374700,771500,687200,589000,2018-06-01
Toronto C08,1598000,1289500,697300,564800,2018-06-01
Toronto C09,1757400,1253200,1616800,695700,2018-06-01
Toronto C10,1545300,1173300,792200,662400,2018-06-01
Toronto C11,1453700,1047600,377500,446200,2018-06-01
Toronto C12,2140300,1089600,844600,868800,2018-06-01
Toronto C13,1326800,710000,691800,493700,2018-06-01
Toronto C14,1565600,1152100,859300,635400,2018-06-01
Toronto C15,1387900,795800,685700,516000,2018-06-01
Toronto E01,1155300,1077900,685000,719000,2018-06-01
Toronto E02,1144100,1009000,915100,735700,2018-06-01
Toronto E03,927100,845900,,365600,2018-06-01
Toronto E04,720500,608400,544100,442800,2018-06-01
Toronto E05,906100,690500,544800,463500,2018-06-01
Toronto E06,740900,623700,624200,543100,2018-06-01
Toronto E07,863000,658900,564600,446100,2018-06-01
Toronto E08,778300,587400,545200,445600,2018-06-01
Toronto E09,693700,576300,524600,472500,2018-06-01
Toronto E10,796200,632400,541900,416100,2018-06-01
Toronto E11,730700,591100,388600,441600,2018-06-01
City of Toronto,1112800,882400,634600,530200,2018-07-01
Toronto W01,1266900,1003300,555600,555300,2018-07-01
Toronto W02,1089300,918600,633400,588600,2018-07-01
Toronto W03,780500,716100,555300,469500,2018-07-01
Toronto W04,807800,703500,554600,388500,2018-07-01
Toronto W05,800900,645600,419800,334200,2018-07-01
Toronto W06,879700,677000,866900,446400,2018-07-01
Toronto W07,1080900,898800,,626900,2018-07-01
Toronto W08,1122800,783100,600300,472700,2018-07-01
Toronto W09,855100,590900,726200,314000,2018-07-01
Toronto W10,738600,635900,466600,336300,2018-07-01
Toronto C01,1056200,943400,774800,593100,2018-07-01
Toronto C02,1850400,1411300,1195900,733900,2018-07-01
Toronto C03,1646400,1058300,,874100,2018-07-01
Toronto C04,1755700,1151700,1145400,540500,2018-07-01
Toronto C06,1127200,760900,660300,637600,2018-07-01
Toronto C07,1354500,754300,680700,582200,2018-07-01
Toronto C08,1638900,1322800,695500,566800,2018-07-01
Toronto C09,1743600,1242600,1536800,729900,2018-07-01
Toronto C10,1517600,1161400,771200,658400,2018-07-01
Toronto C11,1425700,1041900,382700,453000,2018-07-01
Toronto C12,2144600,1079100,843400,847500,2018-07-01
Toronto C13,1300700,703300,695000,488900,2018-07-01
Toronto C14,1535300,1137500,856600,632300,2018-07-01
Toronto C15,1353700,779900,673500,519700,2018-07-01
Toronto E01,1140100,1061500,676600,737500,2018-07-01
Toronto E02,1132700,1004600,919300,743100,2018-07-01
Toronto E03,910300,829800,,372400,2018-07-01
Toronto E04,718200,610400,540200,456000,2018-07-01
Toronto E05,906900,689400,549500,459200,2018-07-01
Toronto E06,757400,631800,623900,551300,2018-07-01
Toronto E07,870200,669900,580800,438100,2018-07-01
Toronto E08,784600,593100,552500,453600,2018-07-01
Toronto E09,688300,571600,535800,483000,2018-07-01
Toronto E10,789500,626500,551900,415600,2018-07-01
Toronto E11,729900,587300,387400,438300,2018-07-01
City of Toronto,1100500,872100,629200,533600,2018-08-01
Toronto W01,1241900,994800,548200,557100,2018-08-01
Toronto W02,1113000,905400,657200,590500,2018-08-01
Toronto W03,763600,699500,564000,477900,2018-08-01
Toronto W04,795200,688500,551300,390200,2018-08-01
Toronto W05,806300,651700,426400,333000,2018-08-01
Toronto W06,861800,657000,872600,450200,2018-08-01
Toronto W07,1056200,877500,,622400,2018-08-01
Toronto W08,1093500,759100,585400,469300,2018-08-01
Toronto W09,833100,569300,723300,314200,2018-08-01
Toronto W10,737100,633900,468100,334200,2018-08-01
Toronto C01,1061900,944500,791100,600800,2018-08-01
Toronto C02,1837600,1402900,1270500,733000,2018-08-01
Toronto C03,1645800,1047200,,866600,2018-08-01
Toronto C04,1720500,1133900,,535400,2018-08-01
Toronto C06,1106200,785400,665100,628100,2018-08-01
Toronto C07,1333900,754300,686300,588800,2018-08-01
Toronto C08,1610300,1306100,705200,570700,2018-08-01
Toronto C09,1697100,1201900,1627200,740100,2018-08-01
Toronto C10,1514500,1156000,806800,667400,2018-08-01
Toronto C11,1377400,1027700,395800,458000,2018-08-01
Toronto C12,2102800,1045600,828200,850000,2018-08-01
Toronto C13,1266600,694000,690900,490100,2018-08-01
Toronto C14,1538600,1131200,852600,642400,2018-08-01
Toronto C15,1377100,791900,674700,519000,2018-08-01
Toronto E01,1110800,1020800,690400,746200,2018-08-01
Toronto E02,1108100,999900,898600,756500,2018-08-01
Toronto E03,907900,812100,,380800,2018-08-01
Toronto E04,705500,596400,543500,461500,2018-08-01
Toronto E05,904700,691600,546100,452900,2018-08-01
Toronto E06,729700,601300,,555300,2018-08-01
Toronto E07,864300,661300,570200,444400,2018-08-01
Toronto E08,769900,567200,541300,450500,2018-08-01
Toronto E09,680600,559600,520300,475100,2018-08-01
Toronto E10,801400,634500,529200,397500,2018-08-01
Toronto E11,737400,588200,389400,425400,2018-08-01
City of Toronto,1105300,879100,629900,535600,2018-09-01
Toronto W01,1197000,959700,528100,561800,2018-09-01
Toronto W02,1107000,906600,654100,596600,2018-09-01
Toronto W03,756000,694100,555000,485400,2018-09-01
Toronto W04,787100,685300,535700,388900,2018-09-01
Toronto W05,802300,647900,434700,334800,2018-09-01
Toronto W06,873600,665800,877300,451500,2018-09-01
Toronto W07,1077000,897200,,607800,2018-09-01
Toronto W08,1106600,771700,598900,462500,2018-09-01
Toronto W09,843500,583200,717300,330100,2018-09-01
Toronto W10,737700,632400,470000,325900,2018-09-01
Toronto C01,1107000,972800,801300,603500,2018-09-01
Toronto C02,1845600,1363100,1246800,733600,2018-09-01
Toronto C03,1651300,1036800,,874200,2018-09-01
Toronto C04,1750100,1160100,,533100,2018-09-01
Toronto C06,1102000,762100,658200,620600,2018-09-01
Toronto C07,1329800,748900,682900,582200,2018-09-01
Toronto C08,1671000,1357200,716600,581700,2018-09-01
Toronto C09,1727200,1249100,1650800,723600,2018-09-01
Toronto C10,1523100,1161900,817600,674600,2018-09-01
Toronto C11,1430500,1059200,400300,457400,2018-09-01
Toronto C12,2156400,1077800,840200,872600,2018-09-01
Toronto C13,1324700,717300,705700,488700,2018-09-01
Toronto C14,1511000,1125800,841800,652500,2018-09-01
Toronto C15,1351800,787100,659200,513000,2018-09-01
Toronto E01,1153100,1065300,698500,746900,2018-09-01
Toronto E02,1124500,1010700,900100,732700,2018-09-01
Toronto E03,900800,808900,,371600,2018-09-01
Toronto E04,712900,600700,551900,465100,2018-09-01
Toronto E05,890300,678100,543500,448600,2018-09-01
Toronto E06,741400,614400,,549600,2018-09-01
Toronto E07,874200,665700,572300,444400,2018-09-01
Toronto E08,774900,577300,553100,467300,2018-09-01
Toronto E09,682900,564000,518300,470800,2018-09-01
Toronto E10,803300,645100,528600,414000,2018-09-01
Toronto E11,741500,589300,393100,437300,2018-09-01
City of Toronto,1109300,889100,630600,538300,2018-10-01
Toronto W01,1238800,984800,528100,573100,2018-10-01
Toronto W02,1132400,929900,660000,599600,2018-10-01
Toronto W03,766300,712300,571600,483700,2018-10-01
Toronto W04,786700,693400,532200,394100,2018-10-01
Toronto W05,799000,645900,435100,338100,2018-10-01
Toronto W06,879700,668500,857700,452800,2018-10-01
Toronto W07,1086100,888200,,604600,2018-10-01
Toronto W08,1115500,776100,594800,462900,2018-10-01
Toronto W09,853200,587800,713900,326700,2018-10-01
Toronto W10,731400,635700,474500,347000,2018-10-01
Toronto C01,1141400,1014800,799600,606500,2018-10-01
Toronto C02,1899200,1397200,1224900,756100,2018-10-01
Toronto C03,1712200,1089100,,877100,2018-10-01
Toronto C04,1778300,1218600,,544700,2018-10-01
Toronto C06,1076300,742800,655700,629800,2018-10-01
Toronto C07,1298700,727100,686000,579700,2018-10-01
Toronto C08,1698400,1377700,720700,591900,2018-10-01
Toronto C09,1769900,1277600,1625600,710300,2018-10-01
Toronto C10,1549700,1179200,807400,678000,2018-10-01
Toronto C11,1453000,1094100,397900,463900,2018-10-01
Toronto C12,2207800,1110900,831000,860300,2018-10-01
Toronto C13,1358800,732000,684900,498800,2018-10-01
Toronto C14,1480100,1100000,839700,633400,2018-10-01
Toronto C15,1329300,761700,666100,513000,2018-10-01
Toronto E01,1157400,1076900,699800,751900,2018-10-01
Toronto E02,1107600,990600,909000,730800,2018-10-01
Toronto E03,902200,812100,,369400,2018-10-01
Toronto E04,717900,605600,557800,456000,2018-10-01
Toronto E05,892400,679000,541700,457700,2018-10-01
Toronto E06,743200,603500,,545400,2018-10-01
Toronto E07,877100,669100,570200,445100,2018-10-01
Toronto E08,769900,567200,558200,467100,2018-10-01
Toronto E09,683400,565300,528000,472300,2018-10-01
Toronto E10,790800,638400,542600,400400,2018-10-01
Toronto E11,739000,592700,390000,446000,2018-10-01
City of Toronto,1111000,888700,630100,536500,2018-11-01
Toronto W01,1251300,1000600,528500,570400,2018-11-01
Toronto W02,1143400,938800,641200,596800,2018-11-01
Toronto W03,776700,717700,542800,476500,2018-11-01
Toronto W04,804700,712200,531900,393700,2018-11-01
Toronto W05,798300,648200,432000,337000,2018-11-01
Toronto W06,878100,674900,877300,452800,2018-11-01
Toronto W07,1082700,900500,,602200,2018-11-01
Toronto W08,1116500,778300,589500,464100,2018-11-01
Toronto W09,860300,586900,690500,321100,2018-11-01
Toronto W10,744000,644900,468100,351700,2018-11-01
Toronto C01,1171000,1019400,793900,595800,2018-11-01
Toronto C02,1894400,1404000,1207900,745000,2018-11-01
Toronto C03,1699900,1085400,,889900,2018-11-01
Toronto C04,1791000,1203600,,547900,2018-11-01
Toronto C06,1073800,772400,655500,643100,2018-11-01
Toronto C07,1294100,731400,681800,587100,2018-11-01
Toronto C08,1673300,1356700,730800,591400,2018-11-01
Toronto C09,1747300,1245800,1691300,717300,2018-11-01
Toronto C10,1620700,1246900,803600,677500,2018-11-01
Toronto C11,1437300,1080000,397700,457500,2018-11-01
Toronto C12,2156400,1071100,819400,882000,2018-11-01
Toronto C13,1322600,706400,682000,487500,2018-11-01
Toronto C14,1476900,1092700,854200,639100,2018-11-01
Toronto C15,1326900,752000,673500,519900,2018-11-01
Toronto E01,1159500,1065000,718200,751400,2018-11-01
Toronto E02,1086200,975800,914200,699100,2018-11-01
Toronto E03,897800,803300,,362300,2018-11-01
Toronto E04,717600,609700,546300,460400,2018-11-01
Toronto E05,887800,676700,542800,448000,2018-11-01
Toronto E06,752900,625800,,522100,2018-11-01
Toronto E07,880700,671000,573400,451400,2018-11-01
Toronto E08,778300,582400,543300,470200,2018-11-01
Toronto E09,686800,568200,519800,474800,2018-11-01
Toronto E10,790500,627500,542600,417700,2018-11-01
Toronto E11,734600,586600,399800,471300,2018-11-01
City of Toronto,1097400,881700,633900,541000,2018-12-01
Toronto W01,1251300,985600,538700,571300,2018-12-01
Toronto W02,1138800,954800,642400,590300,2018-12-01
Toronto W03,771000,710000,559900,473100,2018-12-01
Toronto W04,793300,700900,539500,394000,2018-12-01
Toronto W05,807900,653800,439600,343300,2018-12-01
Toronto W06,856300,658500,850300,456800,2018-12-01
Toronto W07,1048900,876300,,591600,2018-12-01
Toronto W08,1093500,756800,592900,457500,2018-12-01
Toronto W09,845000,562700,702000,322100,2018-12-01
Toronto W10,729000,643100,477900,346800,2018-12-01
Toronto C01,1146700,1004700,807000,615200,2018-12-01
Toronto C02,1848000,1370400,1210200,772300,2018-12-01
Toronto C03,1671600,1069100,,856400,2018-12-01
Toronto C04,1738800,1156400,,539800,2018-12-01
Toronto C06,1055000,775700,646600,643600,2018-12-01
Toronto C07,1267600,717100,670500,574400,2018-12-01
Toronto C08,1649400,1339100,763100,580200,2018-12-01
Toronto C09,1680700,1202700,1630500,699700,2018-12-01
Toronto C10,1609500,1244900,805900,681800,2018-12-01
Toronto C11,1385500,1034800,396200,457700,2018-12-01
Toronto C12,2135000,1058200,815000,864400,2018-12-01
Toronto C13,1324700,705500,670700,491300,2018-12-01
Toronto C14,1446600,1056200,862300,642900,2018-12-01
Toronto C15,1300100,736700,678800,518100,2018-12-01
Toronto E01,1137300,1051400,735100,763800,2018-12-01
Toronto E02,1090800,976500,954500,714400,2018-12-01
Toronto E03,908300,816400,,361700,2018-12-01
Toronto E04,704900,598600,529200,471500,2018-12-01
Toronto E05,863200,656400,543900,457700,2018-12-01
Toronto E06,762600,638700,,536900,2018-12-01
Toronto E07,866600,666000,575200,442200,2018-12-01
Toronto E08,788600,589400,539500,470300,2018-12-01
Toronto E09,681400,560100,515000,474800,2018-12-01
Toronto E10,780500,622100,531300,432200,2018-12-01
Toronto E11,732900,580900,399800,485900,2018-12-01
City of Toronto,1089100,877400,632000,537900,2019-01-01
Toronto W01,1239300,977900,534600,564300,2019-01-01
Toronto W02,1139600,951400,635000,583200,2019-01-01
Toronto W03,774200,713800,539700,467100,2019-01-01
Toronto W04,798400,705000,533600,387600,2019-01-01
Toronto W05,816200,658100,438700,334500,2019-01-01
Toronto W06,839400,633600,878200,456800,2019-01-01
Toronto W07,1038500,846700,,605400,2019-01-01
Toronto W08,1073700,733500,606600,465800,2019-01-01
Toronto W09,829400,563300,698300,320600,2019-01-01
Toronto W10,718200,634700,472100,339300,2019-01-01
Toronto C01,1116800,982600,791400,607300,2019-01-01
Toronto C02,1816900,1375100,1180700,737300,2019-01-01
Toronto C03,1631700,1053900,,842600,2019-01-01
Toronto C04,1738100,1137200,,530600,2019-01-01
Toronto C06,1063100,780600,650900,642700,2019-01-01
Toronto C07,1273100,718500,675300,589500,2019-01-01
Toronto C08,1670400,1362400,766800,576700,2019-01-01
Toronto C09,1665700,1184000,1563100,688800,2019-01-01
Toronto C10,1597800,1210300,769400,680800,2019-01-01
Toronto C11,1366500,1028600,389800,449800,2019-01-01
Toronto C12,2121000,1039300,809400,853400,2019-01-01
Toronto C13,1289000,706100,685400,483700,2019-01-01
Toronto C14,1442300,1050800,854500,652500,2019-01-01
Toronto C15,1282800,724700,675500,518300,2019-01-01
Toronto E01,1141500,1053900,743300,759800,2019-01-01
Toronto E02,1095300,978500,962000,704000,2019-01-01
Toronto E03,903900,824600,,360700,2019-01-01
Toronto E04,694300,585800,534600,475000,2019-01-01
Toronto E05,847300,641500,543200,464500,2019-01-01
Toronto E06,748600,628400,,525100,2019-01-01
Toronto E07,870600,667100,568500,441800,2019-01-01
Toronto E08,782700,584300,532900,470300,2019-01-01
Toronto E09,690200,560400,515100,478900,2019-01-01
Toronto E10,771600,610100,525000,430900,2019-01-01
Toronto E11,717900,570100,404300,470300,2019-01-01
City of Toronto,1096100,884400,635800,549000,2019-02-01
Toronto W01,1207500,955900,539500,556900,2019-02-01
Toronto W02,1107900,949200,644900,585200,2019-02-01
Toronto W03,777800,721800,546900,466300,2019-02-01
Toronto W04,798400,715700,537400,388400,2019-02-01
Toronto W05,823200,662500,436200,345600,2019-02-01
Toronto W06,838800,636100,864000,453300,2019-02-01
Toronto W07,1035400,845900,,613500,2019-02-01
Toronto W08,1062200,730900,609000,473900,2019-02-01
Toronto W09,810700,559000,705600,323000,2019-02-01
Toronto W10,720900,628800,477500,345200,2019-02-01
Toronto C01,1130500,995200,802200,633100,2019-02-01
Toronto C02,1767300,1359400,1205700,769800,2019-02-01
Toronto C03,1646400,1069400,,869800,2019-02-01
Toronto C04,1788900,1172300,,538700,2019-02-01
Toronto C06,1064000,779100,658200,641300,2019-02-01
Toronto C07,1277200,722100,684100,600700,2019-02-01
Toronto C08,1620800,1319000,779400,592500,2019-02-01
Toronto C09,1630500,1179900,1574100,682500,2019-02-01
Toronto C10,1659600,1270600,790400,677200,2019-02-01
Toronto C11,1353500,1009100,411100,452400,2019-02-01
Toronto C12,2183200,1068200,828600,873800,2019-02-01
Toronto C13,1318300,717000,704200,491100,2019-02-01
Toronto C14,1427700,1063000,831100,669400,2019-02-01
Toronto C15,1260200,711300,680500,520200,2019-02-01
Toronto E01,1148600,1065600,738200,773000,2019-02-01
Toronto E02,1123600,1008000,978100,721000,2019-02-01
Toronto E03,918400,832400,,365500,2019-02-01
Toronto E04,708800,586000,549800,459700,2019-02-01
Toronto E05,869900,659400,541500,475700,2019-02-01
Toronto E06,770600,638700,,540700,2019-02-01
Toronto E07,869200,667300,562400,437400,2019-02-01
Toronto E08,800800,588700,554400,477700,2019-02-01
Toronto E09,688300,555700,527400,480400,2019-02-01
Toronto E10,779300,611200,538400,436900,2019-02-01
Toronto E11,751000,591100,394700,454500,2019-02-01
City of Toronto,1120200,902700,634400,554300,2019-03-01
Toronto W01,1275800,1002900,543300,566600,2019-03-01
Toronto W02,1135800,942200,654100,601100,2019-03-01
Toronto W03,797900,748900,561200,476400,2019-03-01
Toronto W04,810000,715400,540900,392200,2019-03-01
Toronto W05,825800,666600,454000,354900,2019-03-01
Toronto W06,857000,650900,853600,471800,2019-03-01
Toronto W07,1058800,868100,,618800,2019-03-01
Toronto W08,1106600,755400,598200,481200,2019-03-01
Toronto W09,855500,596400,720200,322500,2019-03-01
Toronto W10,744000,644100,472300,354200,2019-03-01
Toronto C01,1177400,1030200,804800,631900,2019-03-01
Toronto C02,1839200,1387200,1236500,789400,2019-03-01
Toronto C03,1711000,1116200,,856900,2019-03-01
Toronto C04,1766300,1186800,,537000,2019-03-01
Toronto C06,1093900,772800,643700,671900,2019-03-01
Toronto C07,1301000,727100,669400,598000,2019-03-01
Toronto C08,1689600,1364800,745600,601800,2019-03-01
Toronto C09,1693300,1230400,1668300,675900,2019-03-01
Toronto C10,1695400,1300200,821100,688700,2019-03-01
Toronto C11,1378100,1033500,395000,459300,2019-03-01
Toronto C12,2196000,1101300,791000,876000,2019-03-01
Toronto C13,1359900,731000,667800,495800,2019-03-01
Toronto C14,1439000,1053300,809000,674200,2019-03-01
Toronto C15,1291200,735400,667600,526400,2019-03-01
Toronto E01,1172600,1081400,717900,795600,2019-03-01
Toronto E02,1159100,1032400,929400,723100,2019-03-01
