Toronto Municipality,Effective Date,Attribute,Value
Toronto C07,2016-04-01,HPI - Single-Family Detached,1153700
Toronto C07,2016-04-01,HPI - Single-Family Attached,702800
Toronto C07,2016-04-01,HPI - Townhouse,496200
Toronto C07,2016-04-01,HPI - Apartment,379300
Toronto C08,2016-04-01,HPI - Single-Family Detached,507200
Toronto C08,2016-04-01,HPI - Single-Family Attached,833600
Toronto C08,2016-04-01,HPI - Townhouse,586000
Toronto C08,2016-04-01,HPI - Apartment,409900
Toronto C09,2016-04-01,HPI - Single-Family Detached,1636800
Toronto C09,2016-04-01,HPI - Single-Family Attached,1197800
Toronto C09,2016-04-01,HPI - Townhouse,902300
Toronto C09,2016-04-01,HPI - Apartment,495600
Toronto C10,2016-04-01,HPI - Single-Family Detached,1328700
Toronto C10,2016-04-01,HPI - Single-Family Attached,1052000
Toronto C10,2016-04-01,HPI - Townhouse,571400
Toronto C10,2016-04-01,HPI - Apartment,480400
Toronto C11,2016-04-01,HPI - Single-Family Detached,1260100
Toronto C11,2016-04-01,HPI - Single-Family Attached,933800
Toronto C11,2016-04-01,HPI - Townhouse,203200
Toronto C11,2016-04-01,HPI - Apartment,276500
Toronto C12,2016-04-01,HPI - Single-Family Detached,1932300
Toronto C12,2016-04-01,HPI - Single-Family Attached,915900
Toronto C12,2016-04-01,HPI - Townhouse,719100
Toronto C12,2016-04-01,HPI - Apartment,601000
Toronto C13,2016-04-01,HPI - Single-Family Detached,1194300
Toronto C13,2016-04-01,HPI - Single-Family Attached,658000
Toronto C13,2016-04-01,HPI - Townhouse,556200
Toronto C13,2016-04-01,HPI - Apartment,329300
Toronto C14,2016-04-01,HPI - Single-Family Detached,1384500
Toronto C14,2016-04-01,HPI - Single-Family Attached,1077100
Toronto C14,2016-04-01,HPI - Townhouse,808600
Toronto C14,2016-04-01,HPI - Apartment,441900
Toronto C15,2016-04-01,HPI - Single-Family Detached,1205300
Toronto C15,2016-04-01,HPI - Single-Family Attached,752100
Toronto C15,2016-04-01,HPI - Townhouse,525300
Toronto C15,2016-04-01,HPI - Apartment,362700
Toronto E01,2016-04-01,HPI - Single-Family Detached,806000
Toronto E01,2016-04-01,HPI - Single-Family Attached,780400
Toronto E01,2016-04-01,HPI - Townhouse,438800
Toronto E01,2016-04-01,HPI - Apartment,496000
Toronto E02,2016-04-01,HPI - Single-Family Detached,855700
Toronto E02,2016-04-01,HPI - Single-Family Attached,763500
Toronto E02,2016-04-01,HPI - Townhouse,711600
Toronto E02,2016-04-01,HPI - Apartment,588000
Toronto E03,2016-04-01,HPI - Single-Family Detached,755300
Toronto E03,2016-04-01,HPI - Single-Family Attached,677900
Toronto E03,2016-04-01,HPI - Townhouse,
Toronto E03,2016-04-01,HPI - Apartment,235800
Toronto E04,2016-04-01,HPI - Single-Family Detached,626300
Toronto E04,2016-04-01,HPI - Single-Family Attached,491300
Toronto E04,2016-04-01,HPI - Townhouse,401900
Toronto E04,2016-04-01,HPI - Apartment,286200
Toronto E05,2016-04-01,HPI - Single-Family Detached,815000
Toronto E05,2016-04-01,HPI - Single-Family Attached,617400
Toronto E05,2016-04-01,HPI - Townhouse,463100
Toronto E05,2016-04-01,HPI - Apartment,320300
Toronto E06,2016-04-01,HPI - Single-Family Detached,614500
Toronto E06,2016-04-01,HPI - Single-Family Attached,506700
Toronto E06,2016-04-01,HPI - Townhouse,489200
Toronto E06,2016-04-01,HPI - Apartment,426900
Toronto E07,2016-04-01,HPI - Single-Family Detached,806500
Toronto E07,2016-04-01,HPI - Single-Family Attached,611700
Toronto E07,2016-04-01,HPI - Townhouse,490400
Toronto E07,2016-04-01,HPI - Apartment,307600
Toronto E08,2016-04-01,HPI - Single-Family Detached,650000
Toronto E08,2016-04-01,HPI - Single-Family Attached,478900
Toronto E08,2016-04-01,HPI - Townhouse,371700
Toronto E08,2016-04-01,HPI - Apartment,252800
Toronto E09,2016-04-01,HPI - Single-Family Detached,620400
Toronto E09,2016-04-01,HPI - Single-Family Attached,483200
Toronto E09,2016-04-01,HPI - Townhouse,358100
Toronto E09,2016-04-01,HPI - Apartment,301900
Toronto E10,2016-04-01,HPI - Single-Family Detached,685700
Toronto E10,2016-04-01,HPI - Single-Family Attached,531400
Toronto E10,2016-04-01,HPI - Townhouse,374000
Toronto E10,2016-04-01,HPI - Apartment,228600
Toronto E11,2016-04-01,HPI - Single-Family Detached,618400
Toronto E11,2016-04-01,HPI - Single-Family Attached,487000
Toronto E11,2016-04-01,HPI - Townhouse,317200
Toronto E11,2016-04-01,HPI - Apartment,252000
City of Toronto,2016-05-01,HPI - Single-Family Detached,961300
City of Toronto,2016-05-01,HPI - Single-Family Attached,744700
City of Toronto,2016-05-01,HPI - Townhouse,490200
City of Toronto,2016-05-01,HPI - Apartment,364000
Toronto W01,2016-05-01,HPI - Single-Family Detached,1016400
Toronto W01,2016-05-01,HPI - Single-Family Attached,839100
Toronto W01,2016-05-01,HPI - Townhouse,401300
Toronto W01,2016-05-01,HPI - Apartment,351900
Toronto W02,2016-05-01,HPI - Single-Family Detached,968400
Toronto W02,2016-05-01,HPI - Single-Family Attached,830400
Toronto W02,2016-05-01,HPI - Townhouse,476400
Toronto W02,2016-05-01,HPI - Apartment,622600
Toronto W03,2016-05-01,HPI - Single-Family Detached,631900
Toronto W03,2016-05-01,HPI - Single-Family Attached,595400
Toronto W03,2016-05-01,HPI - Townhouse,329400
Toronto W03,2016-05-01,HPI - Apartment,298300
Toronto W04,2016-05-01,HPI - Single-Family Detached,649800
Toronto W04,2016-05-01,HPI - Single-Family Attached,590300
Toronto W04,2016-05-01,HPI - Townhouse,450300
Toronto W04,2016-05-01,HPI - Apartment,239700
Toronto W05,2016-05-01,HPI - Single-Family Detached,677800
Toronto W05,2016-05-01,HPI - Single-Family Attached,552200
Toronto W05,2016-05-01,HPI - Townhouse,321100
Toronto W05,2016-05-01,HPI - Apartment,204700
Toronto W06,2016-05-01,HPI - Single-Family Detached,712600
Toronto W06,2016-05-01,HPI - Single-Family Attached,582800
Toronto W06,2016-05-01,HPI - Townhouse,624600
Toronto W06,2016-05-01,HPI - Apartment,322500
Toronto W07,2016-05-01,HPI - Single-Family Detached,895500
Toronto W07,2016-05-01,HPI - Single-Family Attached,802800
Toronto W07,2016-05-01,HPI - Townhouse,538500
Toronto W07,2016-05-01,HPI - Apartment,469200
Toronto W08,2016-05-01,HPI - Single-Family Detached,979200
Toronto W08,2016-05-01,HPI - Single-Family Attached,730000
Toronto W08,2016-05-01,HPI - Townhouse,422300
Toronto W08,2016-05-01,HPI - Apartment,306200
Toronto W09,2016-05-01,HPI - Single-Family Detached,753100
Toronto W09,2016-05-01,HPI - Single-Family Attached,511500
Toronto W09,2016-05-01,HPI - Townhouse,492400
Toronto W09,2016-05-01,HPI - Apartment,210100
Toronto W10,2016-05-01,HPI - Single-Family Detached,596800
Toronto W10,2016-05-01,HPI - Single-Family Attached,531900
Toronto W10,2016-05-01,HPI - Townhouse,283800
Toronto W10,2016-05-01,HPI - Apartment,220200
Toronto C01,2016-05-01,HPI - Single-Family Detached,772400
Toronto C01,2016-05-01,HPI - Single-Family Attached,837400
Toronto C01,2016-05-01,HPI - Townhouse,593700
Toronto C01,2016-05-01,HPI - Apartment,418500
Toronto C02,2016-05-01,HPI - Single-Family Detached,1572500
Toronto C02,2016-05-01,HPI - Single-Family Attached,1210300
Toronto C02,2016-05-01,HPI - Townhouse,1014700
Toronto C02,2016-05-01,HPI - Apartment,543900
Toronto C03,2016-05-01,HPI - Single-Family Detached,1359700
Toronto C03,2016-05-01,HPI - Single-Family Attached,894400
Toronto C03,2016-05-01,HPI - Townhouse,
Toronto C03,2016-05-01,HPI - Apartment,604200
Toronto C04,2016-05-01,HPI - Single-Family Detached,1500100
Toronto C04,2016-05-01,HPI - Single-Family Attached,1039900
Toronto C04,2016-05-01,HPI - Townhouse,722500
Toronto C04,2016-05-01,HPI - Apartment,385800
Toronto C06,2016-05-01,HPI - Single-Family Detached,1061900
Toronto C06,2016-05-01,HPI - Single-Family Attached,758600
Toronto C06,2016-05-01,HPI - Townhouse,
Toronto C06,2016-05-01,HPI - Apartment,446000
Toronto C07,2016-05-01,HPI - Single-Family Detached,1240200
Toronto C07,2016-05-01,HPI - Single-Family Attached,733200
Toronto C07,2016-05-01,HPI - Townhouse,541400
Toronto C07,2016-05-01,HPI - Apartment,394400
Toronto C08,2016-05-01,HPI - Single-Family Detached,536700
Toronto C08,2016-05-01,HPI - Single-Family Attached,877000
Toronto C08,2016-05-01,HPI - Townhouse,585400
Toronto C08,2016-05-01,HPI - Apartment,407400
Toronto C09,2016-05-01,HPI - Single-Family Detached,1604200
Toronto C09,2016-05-01,HPI - Single-Family Attached,1173400
Toronto C09,2016-05-01,HPI - Townhouse,892500
Toronto C09,2016-05-01,HPI - Apartment,490000
Toronto C10,2016-05-01,HPI - Single-Family Detached,1482700
Toronto C10,2016-05-01,HPI - Single-Family Attached,1177500
Toronto C10,2016-05-01,HPI - Townhouse,590000
Toronto C10,2016-05-01,HPI - Apartment,488300
Toronto C11,2016-05-01,HPI - Single-Family Detached,1265400
Toronto C11,2016-05-01,HPI - Single-Family Attached,942700
Toronto C11,2016-05-01,HPI - Townhouse,216100
Toronto C11,2016-05-01,HPI - Apartment,286900
Toronto C12,2016-05-01,HPI - Single-Family Detached,2063400
Toronto C12,2016-05-01,HPI - Single-Family Attached,965700
Toronto C12,2016-05-01,HPI - Townhouse,760700
Toronto C12,2016-05-01,HPI - Apartment,602000
Toronto C13,2016-05-01,HPI - Single-Family Detached,1318100
Toronto C13,2016-05-01,HPI - Single-Family Attached,711500
Toronto C13,2016-05-01,HPI - Townhouse,582700
Toronto C13,2016-05-01,HPI - Apartment,330900
Toronto C14,2016-05-01,HPI - Single-Family Detached,1475600
Toronto C14,2016-05-01,HPI - Single-Family Attached,1109300
Toronto C14,2016-05-01,HPI - Townhouse,805900
Toronto C14,2016-05-01,HPI - Apartment,439400
Toronto C15,2016-05-01,HPI - Single-Family Detached,1276500
Toronto C15,2016-05-01,HPI - Single-Family Attached,780800
Toronto C15,2016-05-01,HPI - Townhouse,543300
Toronto C15,2016-05-01,HPI - Apartment,364100
Toronto E01,2016-05-01,HPI - Single-Family Detached,829000
Toronto E01,2016-05-01,HPI - Single-Family Attached,800500
Toronto E01,2016-05-01,HPI - Townhouse,453500
Toronto E01,2016-05-01,HPI - Apartment,496900
Toronto E02,2016-05-01,HPI - Single-Family Detached,861400
Toronto E02,2016-05-01,HPI - Single-Family Attached,770900
Toronto E02,2016-05-01,HPI - Townhouse,721500
Toronto E02,2016-05-01,HPI - Apartment,577900
Toronto E03,2016-05-01,HPI - Single-Family Detached,764100
Toronto E03,2016-05-01,HPI - Single-Family Attached,684700
Toronto E03,2016-05-01,HPI - Townhouse,
Toronto E03,2016-05-01,HPI - Apartment,235900
Toronto E04,2016-05-01,HPI - Single-Family Detached,657000
Toronto E04,2016-05-01,HPI - Single-Family Attached,517700
Toronto E04,2016-05-01,HPI - Townhouse,406500
Toronto E04,2016-05-01,HPI - Apartment,278300
Toronto E05,2016-05-01,HPI - Single-Family Detached,844300
Toronto E05,2016-05-01,HPI - Single-Family Attached,643900
Toronto E05,2016-05-01,HPI - Townhouse,478900
Toronto E05,2016-05-01,HPI - Apartment,327000
Toronto E06,2016-05-01,HPI - Single-Family Detached,651900
Toronto E06,2016-05-01,HPI - Single-Family Attached,535300
Toronto E06,2016-05-01,HPI - Townhouse,493400
Toronto E06,2016-05-01,HPI - Apartment,439700
Toronto E07,2016-05-01,HPI - Single-Family Detached,831000
Toronto E07,2016-05-01,HPI - Single-Family Attached,624500
Toronto E07,2016-05-01,HPI - Townhouse,493900
Toronto E07,2016-05-01,HPI - Apartment,311900
Toronto E08,2016-05-01,HPI - Single-Family Detached,678100
Toronto E08,2016-05-01,HPI - Single-Family Attached,494800
Toronto E08,2016-05-01,HPI - Townhouse,379400
Toronto E08,2016-05-01,HPI - Apartment,263300
Toronto E09,2016-05-01,HPI - Single-Family Detached,634900
Toronto E09,2016-05-01,HPI - Single-Family Attached,498900
Toronto E09,2016-05-01,HPI - Townhouse,370800
Toronto E09,2016-05-01,HPI - Apartment,308300
Toronto E10,2016-05-01,HPI - Single-Family Detached,686300
Toronto E10,2016-05-01,HPI - Single-Family Attached,529800
Toronto E10,2016-05-01,HPI - Townhouse,392000
Toronto E10,2016-05-01,HPI - Apartment,246800
Toronto E11,2016-05-01,HPI - Single-Family Detached,623400
Toronto E11,2016-05-01,HPI - Single-Family Attached,493800
Toronto E11,2016-05-01,HPI - Townhouse,339900
Toronto E11,2016-05-01,HPI - Apartment,258000
City of Toronto,2016-06-01,HPI - Single-Family Detached,982100
City of Toronto,2016-06-01,HPI - Single-Family Attached,760300
City of Toronto,2016-06-01,HPI - Townhouse,494300
City of Toronto,2016-06-01,HPI - Apartment,365900
Toronto W01,2016-06-01,HPI - Single-Family Detached,1066400
Toronto W01,2016-06-01,HPI - Single-Family Attached,865700
Toronto W01,2016-06-01,HPI - Townhouse,405400
Toronto W01,2016-06-01,HPI - Apartment,358400
Toronto W02,2016-06-01,HPI - Single-Family Detached,975800
Toronto W02,2016-06-01,HPI - Single-Family Attached,839300
Toronto W02,2016-06-01,HPI - Townhouse,474200
Toronto W02,2016-06-01,HPI - Apartment,631900
Toronto W03,2016-06-01,HPI - Single-Family Detached,642500
Toronto W03,2016-06-01,HPI - Single-Family Attached,605100
Toronto W03,2016-06-01,HPI - Townhouse,336000
Toronto W03,2016-06-01,HPI - Apartment,304400
Toronto W04,2016-06-01,HPI - Single-Family Detached,661200
Toronto W04,2016-06-01,HPI - Single-Family Attached,596700
Toronto W04,2016-06-01,HPI - Townhouse,448900
Toronto W04,2016-06-01,HPI - Apartment,247900
Toronto W05,2016-06-01,HPI - Single-Family Detached,696100
Toronto W05,2016-06-01,HPI - Single-Family Attached,564400
Toronto W05,2016-06-01,HPI - Townhouse,328700
Toronto W05,2016-06-01,HPI - Apartment,209600
Toronto W06,2016-06-01,HPI - Single-Family Detached,729400
Toronto W06,2016-06-01,HPI - Single-Family Attached,582100
Toronto W06,2016-06-01,HPI - Townhouse,639000
Toronto W06,2016-06-01,HPI - Apartment,330700
Toronto W07,2016-06-01,HPI - Single-Family Detached,911500
Toronto W07,2016-06-01,HPI - Single-Family Attached,800700
Toronto W07,2016-06-01,HPI - Townhouse,557600
Toronto W07,2016-06-01,HPI - Apartment,461500
Toronto W08,2016-06-01,HPI - Single-Family Detached,1000700
Toronto W08,2016-06-01,HPI - Single-Family Attached,730700
Toronto W08,2016-06-01,HPI - Townhouse,438900
Toronto W08,2016-06-01,HPI - Apartment,309200
Toronto W09,2016-06-01,HPI - Single-Family Detached,769100
Toronto W09,2016-06-01,HPI - Single-Family Attached,520800
Toronto W09,2016-06-01,HPI - Townhouse,513900
Toronto W09,2016-06-01,HPI - Apartment,217700
Toronto W10,2016-06-01,HPI - Single-Family Detached,608300
Toronto W10,2016-06-01,HPI - Single-Family Attached,543800
Toronto W10,2016-06-01,HPI - Townhouse,291700
Toronto W10,2016-06-01,HPI - Apartment,227500
Toronto C01,2016-06-01,HPI - Single-Family Detached,794600
Toronto C01,2016-06-01,HPI - Single-Family Attached,849300
Toronto C01,2016-06-01,HPI - Townhouse,586900
Toronto C01,2016-06-01,HPI - Apartment,414900
Toronto C02,2016-06-01,HPI - Single-Family Detached,1607400
Toronto C02,2016-06-01,HPI - Single-Family Attached,1227600
Toronto C02,2016-06-01,HPI - Townhouse,1002100
Toronto C02,2016-06-01,HPI - Apartment,557800
Toronto C03,2016-06-01,HPI - Single-Family Detached,1388600
Toronto C03,2016-06-01,HPI - Single-Family Attached,905100
Toronto C03,2016-06-01,HPI - Townhouse,
Toronto C03,2016-06-01,HPI - Apartment,611600
Toronto C04,2016-06-01,HPI - Single-Family Detached,1498000
Toronto C04,2016-06-01,HPI - Single-Family Attached,1057600
Toronto C04,2016-06-01,HPI - Townhouse,692700
Toronto C04,2016-06-01,HPI - Apartment,392200
Toronto C06,2016-06-01,HPI - Single-Family Detached,1097400
Toronto C06,2016-06-01,HPI - Single-Family Attached,780600
Toronto C06,2016-06-01,HPI - Townhouse,
Toronto C06,2016-06-01,HPI - Apartment,445100
Toronto C07,2016-06-01,HPI - Single-Family Detached,1282800
Toronto C07,2016-06-01,HPI - Single-Family Attached,756400
Toronto C07,2016-06-01,HPI - Townhouse,518800
Toronto C07,2016-06-01,HPI - Apartment,405700
Toronto C08,2016-06-01,HPI - Single-Family Detached,551300
Toronto C08,2016-06-01,HPI - Single-Family Attached,906600
Toronto C08,2016-06-01,HPI - Townhouse,573500
Toronto C08,2016-06-01,HPI - Apartment,414300
Toronto C09,2016-06-01,HPI - Single-Family Detached,1659400
Toronto C09,2016-06-01,HPI - Single-Family Attached,1222200
Toronto C09,2016-06-01,HPI - Townhouse,876000
Toronto C09,2016-06-01,HPI - Apartment,498600
Toronto C10,2016-06-01,HPI - Single-Family Detached,1522000
Toronto C10,2016-06-01,HPI - Single-Family Attached,1218500
Toronto C10,2016-06-01,HPI - Townhouse,576700
Toronto C10,2016-06-01,HPI - Apartment,493600
Toronto C11,2016-06-01,HPI - Single-Family Detached,1301600
Toronto C11,2016-06-01,HPI - Single-Family Attached,967100
Toronto C11,2016-06-01,HPI - Townhouse,218000
Toronto C11,2016-06-01,HPI - Apartment,296300
Toronto C12,2016-06-01,HPI - Single-Family Detached,2082800
Toronto C12,2016-06-01,HPI - Single-Family Attached,991500
Toronto C12,2016-06-01,HPI - Townhouse,739000
Toronto C12,2016-06-01,HPI - Apartment,618900
Toronto C13,2016-06-01,HPI - Single-Family Detached,1340000
Toronto C13,2016-06-01,HPI - Single-Family Attached,723100
Toronto C13,2016-06-01,HPI - Townhouse,571600
Toronto C13,2016-06-01,HPI - Apartment,330500
Toronto C14,2016-06-01,HPI - Single-Family Detached,1527700
Toronto C14,2016-06-01,HPI - Single-Family Attached,1137500
Toronto C14,2016-06-01,HPI - Townhouse,808300
Toronto C14,2016-06-01,HPI - Apartment,421800
Toronto C15,2016-06-01,HPI - Single-Family Detached,1322500
Toronto C15,2016-06-01,HPI - Single-Family Attached,812400
Toronto C15,2016-06-01,HPI - Townhouse,548000
Toronto C15,2016-06-01,HPI - Apartment,366700
Toronto E01,2016-06-01,HPI - Single-Family Detached,830700
Toronto E01,2016-06-01,HPI - Single-Family Attached,808400
Toronto E01,2016-06-01,HPI - Townhouse,435500
Toronto E01,2016-06-01,HPI - Apartment,488400
Toronto E02,2016-06-01,HPI - Single-Family Detached,887400
Toronto E02,2016-06-01,HPI - Single-Family Attached,798600
Toronto E02,2016-06-01,HPI - Townhouse,700100
Toronto E02,2016-06-01,HPI - Apartment,590200
Toronto E03,2016-06-01,HPI - Single-Family Detached,772800
Toronto E03,2016-06-01,HPI - Single-Family Attached,704900
Toronto E03,2016-06-01,HPI - Townhouse,
Toronto E03,2016-06-01,HPI - Apartment,237400
Toronto E04,2016-06-01,HPI - Single-Family Detached,680100
Toronto E04,2016-06-01,HPI - Single-Family Attached,539100
Toronto E04,2016-06-01,HPI - Townhouse,416600
Toronto E04,2016-06-01,HPI - Apartment,283600
Toronto E05,2016-06-01,HPI - Single-Family Detached,876400
Toronto E05,2016-06-01,HPI - Single-Family Attached,665400
Toronto E05,2016-06-01,HPI - Townhouse,490200
Toronto E05,2016-06-01,HPI - Apartment,331900
Toronto E06,2016-06-01,HPI - Single-Family Detached,659100
Toronto E06,2016-06-01,HPI - Single-Family Attached,534800
Toronto E06,2016-06-01,HPI - Townhouse,510900
Toronto E06,2016-06-01,HPI - Apartment,433700
Toronto E07,2016-06-01,HPI - Single-Family Detached,843100
Toronto E07,2016-06-01,HPI - Single-Family Attached,637000
Toronto E07,2016-06-01,HPI - Townhouse,509900
Toronto E07,2016-06-01,HPI - Apartment,313800
Toronto E08,2016-06-01,HPI - Single-Family Detached,689300
Toronto E08,2016-06-01,HPI - Single-Family Attached,502200
Toronto E08,2016-06-01,HPI - Townhouse,391500
Toronto E08,2016-06-01,HPI - Apartment,266100
Toronto E09,2016-06-01,HPI - Single-Family Detached,649500
Toronto E09,2016-06-01,HPI - Single-Family Attached,512400
Toronto E09,2016-06-01,HPI - Townhouse,379800
Toronto E09,2016-06-01,HPI - Apartment,312200
Toronto E10,2016-06-01,HPI - Single-Family Detached,702900
Toronto E10,2016-06-01,HPI - Single-Family Attached,539400
